,Open,High,Low,Close,Adj Close,Volume
2010-04-19,493.6482238769531,493.6482238769531,480.4818420410156,485.41925048828125,434.8117980957031,8194594
2010-04-20,489.09942626953125,493.6253662109375,482.0133361816406,486.05926513671875,435.3850402832031,8374275
2010-04-21,489.1679992675781,490.8595275878906,479.1789245605469,481.8990478515625,431.6585998535156,9593774
2010-04-22,480.2532653808594,500.0942687988281,480.04754638671875,491.7967224121094,440.5243835449219,12799174
2010-04-23,493.7396545410156,501.0543212890625,493.7396545410156,497.4884338378906,445.6226806640625,11617582
2010-04-26,493.7396545410156,501.8772277832031,486.1964111328125,489.7394714355469,438.6816101074219,8326076
2010-04-27,485.96783447265625,488.253662109375,482.3105163574219,485.16778564453125,434.5865478515625,6985098
2010-04-28,481.8304748535156,481.8304748535156,462.65234375,465.052490234375,416.568359375,20055145
2010-04-29,468.1383361816406,475.40728759765625,465.92108154296875,473.1900329589844,423.8575134277344,11723522
2010-04-30,475.4530029296875,478.7445983886719,470.88134765625,472.52716064453125,423.2637634277344,7910509
2010-05-03,469.05267333984375,472.0699768066406,465.4410705566406,468.0240478515625,419.2301330566406,6267622
2010-05-04,468.22979736328125,474.995849609375,463.3381042480469,466.8354187011719,418.1654357910156,8674391
2010-05-05,461.7380065917969,467.9326171875,458.6750183105469,466.6068420410156,417.960693359375,7488285
2010-05-06,466.21826171875,467.8183288574219,458.9950256347656,460.755126953125,412.718994140625,11931724
2010-05-07,446.1943664550781,484.5963439941406,446.1943664550781,472.1614074707031,422.93609619140625,36031842
2010-05-10,480.4818420410156,494.65399169921875,475.4530029296875,493.4653625488281,445.28887939453125,19025422
2010-05-11,497.8541564941406,497.8541564941406,486.1278381347656,488.1622314453125,440.5034484863281,13162744
2010-05-12,491.9338684082031,498.05987548828125,486.4478759765625,495.08831787109375,446.75335693359375,7647150
2010-05-13,485.51068115234375,499.8656921386719,485.51068115234375,489.99090576171875,442.1536560058594,5973849
2010-05-14,488.11651611328125,489.62518310546875,473.16717529296875,477.1216735839844,430.540771484375,9080847
2010-05-17,473.030029296875,473.030029296875,461.2808532714844,464.7324523925781,419.361083984375,10305904
2010-05-18,466.3096923828125,472.45855712890625,460.7322692871094,466.583984375,421.0318908691406,7722595
2010-05-19,464.93817138671875,465.28106689453125,454.9262390136719,456.5491943359375,411.9768371582031,13048740
2010-05-20,457.62353515625,463.1095275878906,454.30908203125,457.14349365234375,412.51300048828125,9288640
2010-05-21,452.5489807128906,457.0977783203125,446.2400817871094,455.1319580078125,410.6978759765625,9583703
2010-05-24,465.3953552246094,479.5446472167969,464.6867370605469,467.52117919921875,421.87762451171875,12363151
2010-05-25,468.59552001953125,468.59552001953125,449.2802429199219,450.60601806640625,406.61383056640625,12622967
2010-05-26,454.8348083496094,461.7380065917969,453.0518493652344,460.8465576171875,415.8546142578125,6863284
2010-05-27,462.1951904296875,469.8298645019531,457.8978271484375,467.33831787109375,421.71258544921875,13702550
2010-05-28,470.8584899902344,474.995849609375,463.7952575683594,473.9215087890625,427.6530456542969,8767644
2010-05-31,470.9499206542969,479.33892822265625,470.30987548828125,478.0131530761719,431.3452453613281,8274405
2010-06-01,476.961669921875,477.73883056640625,459.0407409667969,461.9894714355469,416.8858947753906,9733065
2010-06-02,464.02386474609375,466.766845703125,458.6978759765625,462.2180480957031,417.0921630859375,9864124
2010-06-03,466.26397705078125,474.5386657714844,466.26397705078125,471.2470703125,425.23974609375,8553479
2010-06-04,471.3385009765625,473.6243591308594,467.42974853515625,471.4299621582031,425.4047546386719,7044011
2010-06-07,464.02386474609375,464.02386474609375,457.1663513183594,460.7093811035156,415.73077392578125,6751688
2010-06-08,461.6008605957031,462.9723815917969,454.9262390136719,455.52056884765625,411.04852294921875,7613353
2010-06-09,457.2577819824219,464.02386474609375,457.1663513183594,460.3893737792969,415.4420166015625,7621243
2010-06-10,461.7380065917969,465.1439208984375,460.4350891113281,464.1838684082031,418.86602783203125,6981454
2010-06-11,468.59552001953125,480.41326904296875,466.766845703125,478.3788757324219,431.6752014160156,11653534
2010-06-14,482.2648010253906,489.1679992675781,479.61322021484375,486.1964111328125,438.72955322265625,7946479
2010-06-15,486.9736022949219,489.1222839355469,480.0704040527344,487.3850402832031,439.8021545410156,9496418
2010-06-16,489.1679992675781,490.3794860839844,482.3562316894531,483.6591491699219,436.4400634765625,5916535
2010-06-17,486.10498046875,492.3681640625,483.81915283203125,489.80804443359375,441.9886169433594,10523902
2010-06-18,493.8310852050781,498.21990966796875,480.276123046875,482.0133361816406,434.954833984375,19138967
2010-06-21,485.0534973144531,489.9451904296875,485.0534973144531,487.1793212890625,439.61651611328125,5896453
2010-06-22,485.96783447265625,491.3623962402344,483.2019958496094,486.33355712890625,438.8533630371094,6454431
2010-06-23,484.4591979980469,488.02508544921875,481.85333251953125,484.00201416015625,436.7493591308594,5829595
2010-06-24,484.13916015625,487.2478942871094,478.7903137207031,480.96185302734375,434.00604248046875,9402631
2010-06-25,480.0246887207031,488.253662109375,476.82452392578125,485.9449768066406,438.5027160644531,10162711
2010-06-28,490.9966735839844,499.22564697265625,486.95074462890625,498.3799133300781,449.72357177734375,15736324
2010-06-29,498.76849365234375,498.76849365234375,486.5164489746094,488.0022277832031,440.3590393066406,7106988
2010-06-30,484.5963439941406,500.11712646484375,483.45343017578125,498.2427673339844,449.599853515625,13318805
2010-07-01,495.5683288574219,496.6426696777344,487.56793212890625,492.0252990722656,443.9893493652344,6655452
2010-07-02,491.9110107421875,495.54547119140625,487.0193176269531,488.68798828125,440.9778747558594,5474392
2010-07-05,489.1679992675781,490.6080627441406,485.8306884765625,488.39080810546875,440.709716796875,3199756
2010-07-06,487.1107482910156,494.6082763671875,487.1107482910156,490.9509582519531,443.01995849609375,4627505
2010-07-07,490.9966735839844,491.3623962402344,480.4818420410156,481.6476135253906,434.6249084472656,6869289
2010-07-08,484.5963439941406,488.9622802734375,482.4248046875,483.27056884765625,436.0893859863281,5988955
2010-07-09,486.40216064453125,487.3393249511719,481.6476135253906,483.5220031738281,436.3162536621094,6487454
2010-07-12,484.5963439941406,488.2308044433594,480.96185302734375,482.8819580078125,435.7386779785156,6281807
2010-07-13,483.3391418457031,492.7110290527344,483.3391418457031,491.1338195800781,443.1849365234375,7521642
2010-07-14,493.7396545410156,500.3457336425781,487.9107971191406,489.37371826171875,441.5966491699219,7985099
2010-07-15,490.0594787597656,494.151123046875,488.29937744140625,490.7452392578125,442.8343200683594,6938625
2010-07-16,489.6480407714844,490.9966735839844,484.5963439941406,485.9449768066406,438.5027160644531,4389769
2010-07-19,483.72772216796875,487.2936096191406,481.76190185546875,482.79052734375,435.65618896484375,4904267
2010-07-20,483.224853515625,487.2936096191406,479.61322021484375,481.3733215332031,434.3773498535156,3422546
2010-07-21,484.09344482421875,485.96783447265625,482.607666015625,483.8648681640625,436.6256408691406,4912356
2010-07-22,483.8648681640625,484.98492431640625,478.927490234375,484.13916015625,436.8731384277344,7939917
2010-07-23,486.40216064453125,489.5794372558594,483.1333923339844,484.80206298828125,437.4713439941406,6895010
2010-07-26,486.1964111328125,487.9793701171875,480.13897705078125,481.44189453125,434.43927001953125,4556864
2010-07-27,484.0705871582031,485.1220703125,480.5275573730469,481.624755859375,434.6042175292969,6066712
2010-07-28,485.96783447265625,490.836669921875,465.3953552246094,466.8811340332031,421.3000183105469,26463557
2010-07-29,470.1955871582031,470.1955871582031,460.8236999511719,461.8066101074219,416.7208557128906,23140795
2010-07-30,464.0010070800781,466.4696960449219,460.4808044433594,461.5780029296875,416.5146179199219,9621036
2010-08-02,464.48101806640625,467.1325988769531,462.3780517578125,463.818115234375,418.5360107421875,6338458
2010-08-03,465.92108154296875,471.29278564453125,463.5666809082031,469.85272216796875,423.9814758300781,10052086
2010-08-04,469.9670104980469,471.3385009765625,462.90380859375,464.5038757324219,419.1548156738281,9159116
2010-08-05,466.2868347167969,468.0011901855469,459.47503662109375,460.3893737792969,415.4420166015625,9154011
2010-08-06,461.2351379394531,461.7837219238281,456.4806213378906,457.2120666503906,412.574951171875,9977958
2010-08-09,457.1663513183594,459.90936279296875,453.509033203125,454.240478515625,409.8934326171875,11126809
2010-08-10,453.0518493652344,458.2635498046875,450.9031677246094,451.6346435546875,407.5420837402344,9994860
2010-08-11,452.5032653808594,454.8348083496094,448.0687561035156,449.5088195800781,405.6238098144531,10958634
2010-08-12,448.0230407714844,449.5088195800781,443.45135498046875,444.6399841308594,401.23028564453125,12455177
2010-08-13,443.6799621582031,454.3319396972656,443.6799621582031,447.611572265625,403.9116516113281,15256098
2010-08-16,448.0230407714844,453.46331787109375,445.7372131347656,446.6058044433594,403.0041198730469,7014387
2010-08-17,448.0230407714844,450.2860107421875,443.45135498046875,443.74853515625,400.42584228515625,7394371
2010-08-18,444.8228759765625,446.6515197753906,438.1253662109375,440.982666015625,397.9300231933594,12429663
2010-08-19,440.57122802734375,450.2631530761719,440.57122802734375,446.7429504394531,403.1278381347656,10331473
2010-08-20,446.7429504394531,454.1490478515625,444.5942687988281,451.9775085449219,407.8514404296875,10498097
2010-08-23,453.5318908691406,453.5318908691406,446.0115051269531,446.6058044433594,403.0041198730469,6771714
2010-08-24,446.6058044433594,448.4801940917969,442.2170104980469,444.5485534667969,401.14776611328125,9638080
2010-08-25,443.45135498046875,447.0401306152344,441.39410400390625,442.4455871582031,399.25006103515625,9310236
2010-08-26,443.45135498046875,444.8228759765625,436.6167297363281,437.25677490234375,394.56781005859375,13917419
2010-08-27,438.3768310546875,439.2911682128906,432.7308044433594,434.12518310546875,391.7419738769531,12157935
2010-08-30,435.2680969238281,441.0740966796875,432.022216796875,433.370849609375,391.0613708496094,5954300
2010-08-31,431.8622131347656,434.2851867675781,418.3072204589844,420.2273254394531,379.2009582519531,23302519
2010-09-01,422.9017333984375,431.4736022949219,421.0502014160156,427.9991455078125,386.21405029296875,13943405
2010-09-02,432.022216796875,432.7765197753906,427.90771484375,428.5705871582031,386.7296447753906,8849642
2010-09-03,429.73638916015625,430.46783447265625,422.5131530761719,423.1988830566406,381.8824462890625,7220152
2010-09-06,425.5990295410156,437.8282165527344,421.64453125,435.51953125,393.0002136230469,16964176
2010-09-07,436.5938720703125,443.314208984375,435.6795349121094,439.9311828613281,396.98114013671875,14189854
2010-09-08,436.63958740234375,441.02838134765625,435.2223815917969,438.69683837890625,395.8673095703125,5816429
2010-09-09,440.22833251953125,442.1712951660156,436.685302734375,438.216796875,395.43414306640625,5057154
2010-09-13,444.3656921386719,455.1091003417969,441.3255310058594,453.73760986328125,409.43963623046875,13737154
2010-09-14,455.1091003417969,458.537841796875,450.01171875,451.7489318847656,407.6451721191406,9736477
2010-09-15,452.13751220703125,465.7153625488281,452.13751220703125,463.5209655761719,418.26788330078125,16777347
2010-09-16,462.69805908203125,464.1838684082031,455.88629150390625,457.32635498046875,412.67803955078125,9270489
2010-09-17,459.4521789550781,471.5213928222656,459.4521789550781,469.66986083984375,423.81646728515625,15977571
2010-09-20,470.4241943359375,477.2588195800781,466.81256103515625,476.0930480957031,429.612548828125,15209883
2010-09-21,476.3673400878906,479.33892822265625,468.6183776855469,473.2357482910156,427.0341796875,10675962
2010-09-22,472.71002197265625,477.14453125,464.02386474609375,466.3325500488281,420.8049621582031,12936312
2010-09-23,466.3325500488281,468.1383361816406,455.3376770019531,456.0920104980469,411.564208984375,11515245
2010-09-24,457.1663513183594,461.2808532714844,453.55474853515625,457.9206848144531,413.21435546875,11334537
2010-09-27,460.8236999511719,466.26397705078125,459.4978942871094,461.8294677734375,416.7415771484375,8232688
2010-09-28,460.9608459472656,462.65234375,453.9661865234375,456.4806213378906,411.9148864746094,9841253
2010-09-29,457.1663513183594,461.2808532714844,454.8805236816406,456.7091979980469,412.12115478515625,8895020
2010-09-30,458.0806884765625,458.0806884765625,447.1544189453125,451.3374938964844,407.27386474609375,14490849
2010-10-01,453.509033203125,461.7380065917969,452.5946960449219,460.7779846191406,415.792724609375,9552017
2010-10-04,464.0010070800781,468.96124267578125,464.0010070800781,465.3267822265625,419.8973693847656,10581528
2010-10-05,464.48101806640625,471.7042541503906,461.2808532714844,468.06976318359375,422.3726806640625,11469492
2010-10-06,470.88134765625,478.6531677246094,469.48699951171875,477.7159729003906,431.0770568847656,14068843
2010-10-07,477.7159729003906,482.65338134765625,472.0242614746094,475.0644226074219,428.6844177246094,15773879
2010-10-08,478.5160217285156,482.2190856933594,471.1327819824219,479.8646545410156,433.01593017578125,10432670
2010-10-11,482.7676696777344,490.1966247558594,481.44189453125,488.8022766113281,441.0810546875,12898438
2010-10-12,488.253662109375,488.8937072753906,478.26458740234375,482.5848083496094,435.4706115722656,6989939
2010-10-13,482.8133850097656,490.9966735839844,482.1733703613281,490.5623474121094,442.6693115234375,11983653
2010-10-14,491.4538269042969,494.4254150390625,481.94476318359375,484.13916015625,436.8731384277344,12207354
2010-10-15,484.5963439941406,488.253662109375,473.44146728515625,475.6130065917969,429.17938232421875,5800986
2010-10-18,476.48162841796875,486.85931396484375,472.36712646484375,478.85888671875,432.1083984375,11104657
2010-10-19,486.8821716308594,488.5736999511719,475.1101379394531,477.46453857421875,430.8501892089844,9289808
2010-10-20,475.1787109375,486.6078796386719,474.5386657714844,479.7732238769531,432.93341064453125,9116418
2010-10-21,480.9389953613281,497.32843017578125,479.658935546875,494.4939880371094,446.2170715332031,18636572
2010-10-22,496.2312316894531,500.0485534667969,491.15667724609375,494.56256103515625,446.2789611816406,9813639
2010-10-25,497.3970031738281,503.7516174316406,496.482666015625,498.4713439941406,449.8060607910156,9009575
2010-10-26,498.7227783203125,503.3172912597656,496.98553466796875,502.35723876953125,453.3125915527344,7722092
2010-10-27,501.9686584472656,507.45465087890625,495.2254638671875,499.56854248046875,450.79620361328125,10973281
2010-10-28,502.60870361328125,503.29443359375,491.2709655761719,494.65399169921875,446.3614196777344,18094010
2010-10-29,497.2598571777344,506.1745910644531,493.96826171875,501.1686096191406,452.24005126953125,14861327
2010-11-01,512.4834594726562,514.2664184570312,497.96844482421875,499.7742614746094,450.9817810058594,15254643
2010-11-02,500.780029296875,500.780029296875,489.3051452636719,491.38525390625,443.4117736816406,10180337
2010-11-03,494.65399169921875,495.9797668457031,485.8078308105469,487.0193176269531,439.47216796875,9969996
2010-11-04,492.77960205078125,506.0831604003906,491.4538269042969,505.1916809082031,455.8703308105469,12155909
2010-11-08,509.23760986328125,511.56915283203125,503.1344299316406,508.3004150390625,458.6755676269531,11182056
2010-11-09,508.4832763671875,512.2548828125,501.62579345703125,506.7917785644531,457.3142395019531,7705028
2010-11-10,505.9460144042969,510.6091003417969,502.51727294921875,503.8887634277344,454.6946105957031,5949530
2010-11-11,505.6259765625,508.2775573730469,491.9110107421875,493.6939392089844,445.4951171875,6345029
2010-11-12,493.8082275390625,497.1227111816406,483.224853515625,485.4421081542969,438.0489196777344,9565951
2010-11-15,487.84222412109375,488.20794677734375,474.630126953125,482.1733703613281,435.0992736816406,8042466
2010-11-16,484.13916015625,484.13916015625,469.30413818359375,471.10992431640625,425.1159362792969,9916654
2010-11-18,479.9332275390625,479.9332275390625,463.5666809082031,472.22998046875,426.1266784667969,11388399
2010-11-19,473.6243591308594,473.6243591308594,451.2689208984375,455.4519958496094,410.9867248535156,12413240
2010-11-22,458.7664489746094,464.6867370605469,455.88629150390625,462.7666320800781,417.58721923828125,9478376
2010-11-23,459.29217529296875,459.4521789550781,445.7372131347656,455.1548156738281,410.718505859375,16556913
2010-11-24,456.7091979980469,465.3039245605469,450.78887939453125,455.3605651855469,410.9042053222656,9851927
2010-11-25,458.0806884765625,458.537841796875,444.8228759765625,447.79443359375,404.07672119140625,14556401
2010-11-26,450.3088684082031,452.7775573730469,438.1025085449219,439.95404052734375,397.0018310546875,15319681
2010-11-29,443.2227783203125,458.2864074707031,439.9768981933594,456.4349060058594,411.8736267089844,11704548
2010-11-30,457.0749206542969,461.1437072753906,448.5259094238281,450.5831604003906,406.5931701660156,15241834
2010-12-01,450.3088684082031,455.97772216796875,449.4173889160156,452.04608154296875,407.91326904296875,9363414
2010-12-02,456.7091979980469,463.31524658203125,454.90338134765625,462.2637634277344,417.1334228515625,12417070
2010-12-03,463.5666809082031,468.1383361816406,456.25201416015625,459.8636474609375,414.9676208496094,9820635
2010-12-06,464.4124450683594,470.88134765625,463.1095275878906,466.3782653808594,420.8462829589844,8895129
2010-12-07,466.3096923828125,475.31585693359375,466.3096923828125,471.2242126464844,425.2190246582031,11198986
2010-12-08,468.5498046875,469.85272216796875,462.2637634277344,466.5611267089844,421.0112609863281,8498667
2010-12-09,468.3898010253906,472.6414489746094,447.4515686035156,450.0802917480469,406.139404296875,15858091
2010-12-10,451.13177490234375,470.88134765625,447.7258605957031,468.0926208496094,422.3931884765625,13264650
2010-12-13,468.16119384765625,478.1960144042969,461.7380065917969,476.2530517578125,429.7569580078125,8417229
2010-12-14,476.82452392578125,484.5963439941406,476.3673400878906,482.4248046875,435.326171875,10040566
2010-12-15,481.85333251953125,486.4250183105469,473.6243591308594,481.8076171875,434.7692565917969,10718013
2010-12-16,483.54486083984375,484.5963439941406,475.4758605957031,483.15625,435.9862060546875,7765394
2010-12-20,477.73883056640625,488.253662109375,477.55596923828125,483.11053466796875,435.9449157714844,7929050
2010-12-21,484.5506286621094,491.4081115722656,483.7962951660156,490.6080627441406,442.71051025390625,8044876
2010-12-22,490.44805908203125,491.4538269042969,479.2703552246094,482.79052734375,435.65618896484375,7566070
2010-12-23,483.590576171875,486.7450256347656,480.2532653808594,484.3220520019531,437.0381774902344,7294968
2010-12-24,481.39617919921875,486.6535949707031,480.0246887207031,484.4591979980469,437.1619567871094,4726498
2010-12-27,483.81915283203125,488.6194152832031,480.5504150390625,482.4248046875,435.326171875,2891024
2010-12-28,482.9048156738281,484.4591979980469,476.48162841796875,479.06463623046875,432.2940368652344,4428674
2010-12-29,479.24749755859375,482.3105163574219,478.3331604003906,479.3846435546875,432.5828552246094,5592255
2010-12-30,481.12188720703125,482.65338134765625,478.310302734375,480.5732727050781,433.6554260253906,7280876
2010-12-31,483.7048645019531,487.56793212890625,481.48760986328125,484.00201416015625,436.7493591308594,4986716
2011-01-03,486.8821716308594,487.56793212890625,481.21331787109375,482.5848083496094,435.4706115722656,5205628
2011-01-04,484.5963439941406,493.6939392089844,483.36199951171875,492.41387939453125,444.34002685546875,11010939
2011-01-05,493.7396545410156,498.31134033203125,489.1679992675781,491.819580078125,443.8037109375,12971621
2011-01-06,492.8253479003906,498.95135498046875,491.24810791015625,496.2998046875,447.8465881347656,10881590
2011-01-07,494.333984375,497.28271484375,483.6820068359375,487.0650329589844,439.5133056640625,8937553
2011-01-10,487.0650329589844,489.37371826171875,466.8582763671875,472.45855712890625,426.33294677734375,9239207
2011-01-11,475.4530029296875,479.43035888671875,456.5263366699219,463.452392578125,418.2060546875,10573547
2011-01-12,466.6068420410156,473.4643249511719,458.537841796875,471.2470703125,425.23974609375,11597500
2011-01-13,470.88134765625,475.0644226074219,462.24090576171875,464.1838684082031,418.86602783203125,12168209
2011-01-14,463.58953857421875,470.7899169921875,456.25201416015625,457.85211181640625,413.1524353027344,9555904
2011-01-17,458.537841796875,460.8236999511719,453.5318908691406,456.206298828125,411.66729736328125,7023259
2011-01-18,459.38360595703125,460.8236999511719,452.5946960449219,454.81195068359375,410.4090881347656,7435763
2011-01-19,456.9834899902344,459.4521789550781,445.7372131347656,448.09161376953125,404.3448791503906,11745778
2011-01-20,446.92584228515625,446.92584228515625,436.3881530761719,443.3827819824219,400.0957336425781,20671652
2011-01-21,445.7372131347656,453.73760986328125,444.8228759765625,451.13177490234375,407.0882568359375,9764338
2011-01-24,454.9262390136719,455.2919616699219,440.75408935546875,444.1828308105469,400.8177185058594,11121356
2011-01-25,446.6972351074219,450.2860107421875,437.16534423828125,438.1939392089844,395.4134826660156,10162777
2011-01-27,441.6227111816406,442.2627258300781,429.73638916015625,430.9707336425781,388.8955078125,14052576
2011-01-28,432.022216796875,432.43365478515625,412.3640441894531,417.39288330078125,376.6432189941406,16927851
2011-01-31,415.4956359863281,424.63897705078125,412.866943359375,420.2730407714844,379.24224853515625,12666225
2011-02-01,422.9245910644531,424.11322021484375,406.2151794433594,409.3924865722656,369.4239501953125,18949436
2011-02-02,416.0213928222656,424.20465087890625,414.78704833984375,421.1873779296875,380.0672607421875,14232858
2011-02-03,424.2503662109375,433.1651306152344,418.3072204589844,431.5193176269531,389.3905334472656,8523864
2011-02-04,433.1194152832031,433.1194152832031,417.4614562988281,420.5930480957031,379.5309753417969,10357671
2011-02-07,423.1988830566406,429.1877746582031,418.0329284667969,424.73040771484375,383.264404296875,7293176
2011-02-08,427.77056884765625,427.77056884765625,416.59283447265625,418.4215087890625,377.5714111328125,9842666
2011-02-09,415.2899169921875,428.456298828125,413.1183776855469,417.9872131347656,377.1795654296875,19114011
