Date,Open,High,Low,Close,Adj Close,Volume
2023-05-22,173.9799957,174.7100067,173.4499969,174.1999969,173.079422,43570900
2023-05-23,173.1300049,173.3800049,171.2799988,171.5599976,170.4564209,50747300
2023-05-24,171.0899963,172.4199982,170.5200043,171.8399963,170.7346039,45143500
2023-05-25,172.4100037,173.8999939,171.6900024,172.9900055,171.8771973,56058300
2023-05-26,173.3200073,175.7700043,173.1100006,175.4299927,174.3014984,54835000
2023-05-30,176.9600067,178.9900055,176.5700073,177.3000031,176.1594696,55964400
2023-05-31,177.3300018,179.3500061,176.7599945,177.25,176.109787,99625300
2023-06-01,177.6999969,180.1199951,176.9299927,180.0899963,178.9315186,68901800
2023-06-02,181.0299988,181.7799988,179.2599945,180.9499969,179.7859955,61945900
2023-06-05,182.6300049,184.9499969,178.0399933,179.5800018,178.4248047,121946500
2023-06-06,179.9700012,180.1199951,177.4299927,179.2100067,178.0572052,64848400
2023-06-07,178.4400024,181.2100067,177.3200073,177.8200073,176.6761322,61944600
2023-06-08,177.8999939,180.8399963,177.4600067,180.5700073,179.4084473,50214900
2023-06-09,181.5,182.2299957,180.6300049,180.9600067,179.795929,48870700
2023-06-12,181.2700043,183.8899994,180.9700012,183.7899933,182.6077271,54274900
2023-06-13,182.8000031,184.1499939,182.4400024,183.3099976,182.1308136,54929100
2023-06-14,183.3699951,184.3899994,182.0200043,183.9499969,182.7666931,57462900
2023-06-15,183.9600067,186.5200043,183.7799988,186.0099945,184.813446,65433200
2023-06-16,186.7299957,186.9900055,184.2700043,184.9199982,183.7304535,101235600
2023-06-20,184.4100037,186.1000061,184.4100037,185.0099945,183.81987,49799100
2023-06-21,184.8999939,185.4100037,182.5899963,183.9600067,182.7766266,49515700
2023-06-22,183.7400055,187.0500031,183.6699982,187,185.7970734,51245300
2023-06-23,185.5500031,187.5599976,185.0099945,186.6799927,185.479126,53079300
2023-06-26,186.8300018,188.0500031,185.2299957,185.2700043,184.0782013,48088700
2023-06-27,185.8899994,188.3899994,185.6699982,188.0599976,186.8502502,50730800
2023-06-28,187.9299927,189.8999939,187.6000061,189.25,188.0325775,51216800
2023-06-29,189.0800018,190.0700073,188.9400024,189.5899963,188.3704071,46347300
2023-06-30,191.6300049,194.4799957,191.2599945,193.9700012,192.7222443,85069600
2023-07-03,193.7799988,193.8800049,191.7599945,192.4600067,191.2219696,31458200
2023-07-05,191.5700073,192.9799957,190.6199951,191.3300018,190.0992432,46920300
2023-07-06,189.8399963,192.0200043,189.1999969,191.8099976,190.5761261,45094300
2023-07-07,191.4100037,192.6699982,190.2400055,190.6799927,189.4533997,46778000
2023-07-10,189.2599945,189.9900055,187.0399933,188.6100006,187.3967285,59922200
2023-07-11,189.1600037,189.3000031,186.6000061,188.0800018,186.8701477,46638100
2023-07-12,189.6799927,191.6999969,188.4700012,189.7700043,188.5492554,60750200
2023-07-13,190.5,191.1900024,189.7799988,190.5399933,189.3142853,41342300
2023-07-14,190.2299957,191.1799927,189.6300049,190.6900024,189.4633484,41573900
2023-07-17,191.8999939,194.3200073,191.8099976,193.9900055,192.7421112,50520200
2023-07-18,193.3500061,194.3300018,192.4199982,193.7299957,192.4837799,48353800
2023-07-19,193.1000061,198.2299957,192.6499939,195.1000061,193.8449554,80507300
2023-07-20,195.0899963,196.4700012,192.5,193.1300049,191.8876495,59581200
2023-07-21,194.1000061,194.9700012,191.2299957,191.9400024,190.7053223,71917800
2023-07-24,193.4100037,194.9100037,192.25,192.75,191.5100861,45377800
2023-07-25,193.3300018,194.4400024,192.9199982,193.6199951,192.3744965,37283200
2023-07-26,193.6699982,195.6399994,193.3200073,194.5,193.2488251,47471900
2023-07-27,196.0200043,197.1999969,192.5500031,193.2200012,191.9770508,47460200
2023-07-28,194.6699982,196.6300049,194.1399994,195.8300018,194.570282,48291400
2023-07-31,196.0599976,196.4900055,195.2599945,196.4499969,195.1862946,38824100
2023-08-01,196.2400055,196.7299957,195.2799988,195.6100006,194.3516846,35175100
2023-08-02,195.0399933,195.1799927,191.8500061,192.5800018,191.3411713,50389300
2023-08-03,191.5700073,192.3699951,190.6900024,191.1699982,189.9402618,61235200
2023-08-04,185.5200043,187.3800049,181.9199982,181.9900055,180.8193207,115799700
2023-08-07,182.1300049,183.1300049,177.3500061,178.8500061,177.6995087,97576100
2023-08-08,179.6900024,180.2700043,177.5800018,179.8000031,178.6433868,67823000
2023-08-09,180.8699951,180.9299927,177.0099945,178.1900024,177.0437622,60378500
2023-08-10,179.4799957,180.75,177.6000061,177.9700012,176.8251648,54686900
2023-08-11,177.3200073,178.6199951,176.5500031,177.7899933,176.8848572,51988100
2023-08-14,177.9700012,179.6900024,177.3099976,179.4600067,178.5463867,43675600
2023-08-15,178.8800049,179.4799957,177.0500031,177.4499969,176.5466003,43622600
2023-08-16,177.1300049,178.5399933,176.5,176.5700073,175.6710815,46964900
2023-08-17,177.1399994,177.5099945,173.4799957,174,173.1141663,66062900
2023-08-18,172.3000031,175.1000061,171.9600067,174.4900055,173.6016846,61114200
2023-08-21,175.0700073,176.1300049,173.7400055,175.8399963,174.9447784,46311900
2023-08-22,177.0599976,177.6799927,176.25,177.2299957,176.327713,42084200
2023-08-23,178.5200043,181.5500031,178.3300018,181.1199951,180.1979218,52722800
2023-08-24,180.6699982,181.1000061,176.0099945,176.3800049,175.4820404,54945800
2023-08-25,177.3800049,179.1499939,175.8200073,178.6100006,177.7006989,51449600
2023-08-28,180.0899963,180.5899963,178.5500031,180.1900024,179.2726593,43820700
2023-08-29,179.6999969,184.8999939,179.5,184.1199951,183.1826172,53003900
2023-08-30,184.9400024,187.8500061,184.7400055,187.6499939,186.6946716,60813900
2023-08-31,187.8399963,189.1199951,187.4799957,187.8699951,186.9135284,60794500
2023-09-01,189.4900055,189.9199982,188.2799988,189.4600067,188.4954376,45732600
2023-09-05,188.2799988,189.9799957,187.6100006,189.6999969,188.7342224,45280000
2023-09-06,188.3999939,188.8500061,181.4700012,182.9100037,181.9787903,81755800
2023-09-07,175.1799927,178.2100067,173.5399933,177.5599976,176.6560211,112488800
2023-09-08,178.3500061,180.2400055,177.7899933,178.1799927,177.2728729,65551300
2023-09-11,180.0700073,180.3000031,177.3399963,179.3600006,178.4468842,58953100
2023-09-12,179.4900055,180.1300049,174.8200073,176.3000031,175.4024506,90370200
2023-09-13,176.5099945,177.3000031,173.9799957,174.2100067,173.3230896,84267900
2023-09-14,174,176.1000061,173.5800018,175.7400055,174.8453064,60895800
2023-09-15,176.4799957,176.5,173.8200073,175.0099945,174.1190186,109205100
2023-09-18,176.4799957,179.3800049,176.1699982,177.9700012,177.0639496,67257600
2023-09-19,177.5200043,179.6300049,177.1300049,179.0700073,178.1583405,51826900
2023-09-20,179.2599945,179.6999969,175.3999939,175.4900055,174.5965729,58436200
2023-09-21,174.5500031,176.3000031,173.8600006,173.9299927,173.0444946,63047900
2023-09-22,174.6699982,177.0800018,174.0500031,174.7899933,173.9001312,56725400
2023-09-25,174.1999969,176.9700012,174.1499939,176.0800018,175.1835785,46172700
2023-09-26,174.8200073,175.1999969,171.6600037,171.9600067,171.084549,64588900
2023-09-27,172.6199951,173.0399933,169.0500031,170.4299927,169.5623169,66921800
2023-09-28,169.3399963,172.0299988,167.6199951,170.6900024,169.8210144,56294400
2023-09-29,172.0200043,173.0700073,170.3399963,171.2100067,170.3383789,51814200
2023-10-02,171.2200012,174.3000031,170.9299927,173.75,172.8654175,52164500
2023-10-03,172.2599945,173.6300049,170.8200073,172.3999939,171.5222931,49594600
2023-10-04,171.0899963,174.2100067,170.9700012,173.6600037,172.7758942,53020300
2023-10-05,173.7899933,175.4499969,172.6799927,174.9100037,174.0195313,48527900
2023-10-06,173.8000031,177.9900055,173.1799927,177.4900055,176.5863953,57224100
2023-10-09,176.8099976,179.0500031,175.8000031,178.9900055,178.0787506,42390800
2023-10-10,178.1000061,179.7200012,177.9499969,178.3899994,177.4818115,43698000
2023-10-11,178.1999969,179.8500061,177.6000061,179.8000031,178.8846283,47551100
2023-10-12,180.0700073,182.3399963,179.0399933,180.7100067,179.7900085,56743100
2023-10-13,181.4199982,181.9299927,178.1399994,178.8500061,177.9394836,51427100
2023-10-16,176.75,179.0800018,176.5099945,178.7200012,177.8101196,52517000
2023-10-17,176.6499939,178.4199982,174.8000031,177.1499939,176.2481079,57549400
2023-10-18,175.5800018,177.5800018,175.1100006,175.8399963,174.9447784,54764400
2023-10-19,176.0399933,177.8399963,175.1900024,175.4600067,174.5667419,59302900
2023-10-20,175.3099976,175.4199982,172.6399994,172.8800049,171.9998627,64189300
2023-10-23,170.9100037,174.0099945,169.9299927,173,172.1192627,55980100
2023-10-24,173.0500031,173.6699982,171.4499969,173.4400024,172.5570068,43816600
2023-10-25,171.8800049,173.0599976,170.6499939,171.1000061,170.2289276,57157000
2023-10-26,170.3699951,171.3800049,165.6699982,166.8899994,166.0403595,70625300
2023-10-27,166.9100037,168.9600067,166.8300018,168.2200012,167.3635712,58499100
2023-10-30,169.0200043,171.1699982,168.8699951,170.2899933,169.4230347,51131000
2023-10-31,169.3500061,170.8999939,167.8999939,170.7700043,169.9006042,44846000
2023-11-01,171,174.2299957,170.1199951,173.9700012,173.0843048,56934900
2023-11-02,175.5200043,177.7799988,175.4600067,177.5700073,176.6659851,77334800
2023-11-03,174.2400055,176.8200073,173.3500061,176.6499939,175.7506409,79763700
2023-11-06,176.3800049,179.4299927,176.2100067,179.2299957,178.3175201,63841300
2023-11-07,179.1799927,182.4400024,178.9700012,181.8200073,180.8943481,70530000
2023-11-08,182.3500061,183.4499969,181.5899963,182.8899994,181.9588928,49340300
2023-11-09,182.9600067,184.1199951,181.8099976,182.4100037,181.4813232,53763500
2023-11-10,183.9700012,186.5700073,183.5299988,186.3999939,185.695343,66133400
2023-11-13,185.8200073,186.0299988,184.2100067,184.8000031,184.1014099,43627500
2023-11-14,187.6999969,188.1100006,186.3000031,187.4400024,186.7314148,60108400
2023-11-15,187.8500061,189.5,187.7799988,188.0099945,187.2992554,53790500
2023-11-16,189.5700073,190.9600067,188.6499939,189.7100067,188.9928589,54412900
2023-11-17,190.25,190.3800049,188.5700073,189.6900024,188.9729156,50922700
2023-11-20,189.8899994,191.9100037,189.8800049,191.4499969,190.7262573,46505100
2023-11-21,191.4100037,191.5200043,189.7400055,190.6399994,189.9193268,38134500
2023-11-22,191.4900055,192.9299927,190.8300018,191.3099976,190.586792,39617700
2023-11-24,190.8699951,190.8999939,189.25,189.9700012,189.2518616,24048300
2023-11-27,189.9199982,190.6699982,188.8999939,189.7899933,189.072525,40552600
2023-11-28,189.7799988,191.0800018,189.3999939,190.3999939,189.6802216,38415400
2023-11-29,190.8999939,192.0899963,188.9700012,189.3699951,188.6541138,43014200
2023-11-30,189.8399963,190.3200073,188.1900024,189.9499969,189.2319183,48794400
2023-12-01,190.3300018,191.5599976,189.2299957,191.2400055,190.5170593,45679300
2023-12-04,189.9799957,190.0500031,187.4499969,189.4299927,188.7138977,43389500
2023-12-05,190.2100067,194.3999939,190.1799927,193.4199982,192.6888123,66628400
2023-12-06,194.4499969,194.7599945,192.1100006,192.3200073,191.5929871,41089700
2023-12-07,193.6300049,195,193.5899963,194.2700043,193.535614,47477700
2023-12-08,194.1999969,195.9900055,193.6699982,195.7100067,194.9701538,53377300
2023-12-11,193.1100006,193.4900055,191.4199982,193.1799927,192.449707,60943700
2023-12-12,193.0800018,194.7200012,191.7200012,194.7100067,193.9739532,52696900
2023-12-13,195.0899963,198,194.8500061,197.9600067,197.2116547,70404200
2023-12-14,198.0200043,199.6199951,196.1600037,198.1100006,197.361084,66831600
2023-12-15,197.5299988,198.3999939,197,197.5700073,196.8231354,128256700
2023-12-18,196.0899963,196.6300049,194.3899994,195.8899994,195.1494751,55751900
2023-12-19,196.1600037,196.9499969,195.8899994,196.9400024,196.1955109,40714100
2023-12-20,196.8999939,197.6799927,194.8300018,194.8300018,194.0934906,52242800
2023-12-21,196.1000061,197.0800018,193.5,194.6799927,193.9440308,46482500
2023-12-22,195.1799927,195.4100037,192.9700012,193.6000061,192.8681488,37122800
2023-12-26,193.6100006,193.8899994,192.8300018,193.0500031,192.3202209,28919300
2023-12-27,192.4900055,193.5,191.0899963,193.1499939,192.4198303,48087700
2023-12-28,194.1399994,194.6600037,193.1699982,193.5800018,192.8482056,34049900
2023-12-29,193.8999939,194.3999939,191.7299957,192.5299988,191.8021698,42628800
